,Text,label,predicted
14364,I like the drive thru saves time.,normal,normal
14365,I have never had an issue using an ATM with Bank of America.,normal,normal
14366,"No problems in countered since I started banking with you, online, mail,  email or in person.",normal,normal
14367,Make a selection for a standard withdrawal..,multi-denomination,normal
14368,"The atm at this location works fine but is a little slow when processing transactions. There should be a second atm installed here as well if possible, the line tends to fill up quick as this is the only bank of America in a 10 mile radius.",make process faster,add location
14369,Fast service,normal,normal
14370,Cash withdrawal,normal,normal
14371,It was a smooth transaction. Easy getting into bank and easy out.,normal,normal
14372,Just good !,normal,normal
14373,"It is a drive up ATM and it worked, woohoo!",normal,normal
14374,Drive thru ATM is very convenient and the touch screen is very responsive.,normal,normal
14375,"Ease of use, availability, ability to choose denominations",normal,normal
14376,Very easy to use,normal,normal
14377,The area should be leveled off and further apart so a car can go around the one in front. There is not enough space between the car at the first atm and the second causing the car in back to wait for the first person to finish in order to leave.,drive-up height/layout,drive-up height/layout
14378,one stop convenience banking,normal,normal
14379,There is a homeless person living in the vestibule. This has been going on for a few weeks now and the odour is unbearable. I walk by the ATM every morning and I’ve been seeing him there most times,safety/cleanliness,safety/cleanliness
14380,Easy,normal,normal
14381,It is easy to find atms anywhere. The are well kept and updated constantly,normal,normal
14382,The teller was not available for withdrawal. I guess it ran out of cash.,improve withdrawal process,improve withdrawal process
14383,I enjoy banking you youl,normal,normal
14384,ConvenienceLocation also has 2 ATMSOne walk up - One drive up,normal,normal
14385,It takes to  long to process,make process faster,make process faster
14386,Would like to choose from different currency amounts...not just 20 dollar bills...50 dollar bills and 100 dollar bills should be available...,multi-denomination,multi-denomination
14387,Easy to use,normal,normal
14388,the ease and lightness of the machines in processing transactions,normal,normal
14389,How hard should an ATM be?,normal,normal
14390,Convenient. A little dark and exposed. Maybe try to let one person in at a time,normal,normal
14391,"Quick, Sometimes Less people, just in and out",normal,normal
14392,ease to get to,normal,normal
14393,"Withdrew my money with no problems, area with easy access",normal,normal
14394,"Superquick, no mistakes",normal,normal
14395,"Although the people at the branch I deal with are nice, I find the bank policies and procedures absolutely unacceptable. Three times to the office to try to get checks for a new account. Deposits that are stretched out more than a week... etc.",improve withdrawal process,improve customer service
14396,It was quick and easy,normal,normal
14397,Both machines were working and no long line for the time of day that I went.,normal,normal
14398,With having 3 atm machines theres never a wait. I like that they are brand new and updated to make doing a transaction that much easier. Overall satisfied with my experience.,normal,normal
14399,My last transaction was 2 years or so [ago] face to face with the bank Manager (?) butI got helped appropriately. He was really nice walking me through my documents and I walked out with all the details I needed knowing I have a bank account open without a problem.,normal,normal
14400,"So close to home, I love it. In and out quick ...the people there are so helpful.",normal,normal
14401,"clear instructions,efficient processing.",normal,normal
14402,No problems,normal,normal
14403,"No line, easy access, good visibility, screen very clear.",normal,normal
14404,it was easy at atm,normal,normal
14405,Easy ATM self directions,normal,normal
14406,ease of use,normal,normal
14407,"I been with this Banking institution through 3 different name changes , for 25 plus years I have always been thoroughly satisfied.",normal,normal
14408,"ATM did what it is suppose to do. Was very easy to get my money, easy to understand graphics and wording on the display.",normal,normal
14409,Awesome experience,normal,normal
14410,It's fast . it's close to my house.,normal,normal
14411,There was no line for using the ATM and the machine was fast,normal,normal
14412,I never had any problem to withdraw money from the ATM in different locations and got a receipt in my email. The security guard presents in the location and sometimes asking if I had a problem when I stood up too long by the ATM. There should be an option of the denomination of the money. At this time I can get only in $20.,normal,normal
14413,Every time I go to use the ATM machines the locations are great and they are easy to navigate.. Thank you.,normal,normal
14414,Easy to use and very informative on your options,normal,normal
14415,Everything is good,normal,normal
14416,Easy and convenience.,normal,normal
14417,Ease of use,normal,normal
14418,I went to withdraw funds and I receive the funds. I consider it a successful transaction.,normal,normal
14419,it works,normal,normal
14420,It was clear and fast,normal,normal
14421,Easy to use,normal,normal
14422,Fast,normal,normal
14423,It takes multiple swipes of card  before card is recognized and doors opened.,normal,normal
14424,it's easier to deposit in the atm then to stand in line for 20 minutes,normal,normal
14425,It takes too long. When you do more than one transaction you have to reinsert your card and your exposure is much greater due to the delays.,chaining,make process faster
14426,I dont have any issues with the atm service. Always reliable.,normal,normal
14427,"It would be faster if once you put your pin # in that it asks you if you want to do the same as your lasted transition at a BOA atm. It would also help with security because if a stranger had your card they wouldn't know your last transaction,",chaining,chaining
14428,More,add location,add location
14429,"The touch screen was very hard to operate. I don’t know why, but I had to push the icons 4-5 times to get the screen to register the keystroke.",improve touchscreen,improve touchscreen
14430,new machine quick and easy process,normal,normal
14431,It was quick and easy access,normal,normal
14432,ATM was online and working. Close to my home also.,normal,normal
14433,Better light's overall and at drive thru ATM.,safety/cleanliness,safety/cleanliness
14434,Because I next to my home. I like the area is clear. The locality is a right place.,normal,normal
14435,It's convenient close to home and has 3 machines.,normal,normal
14436,Withdrawal,normal,normal
14437,Able to understand the steps  and it was quick and easy.,normal,normal
14438,"It took a visit to get the hang of how the ATM machine works, but once I figured it out it was a snap to use. Much better than standing in line to see the one teller working at the Highland Village branch!",normal,normal
14439,Safety for children's fingers in the heavy doors,improve customer service,safety/cleanliness
14440,A 9 is an excellent rating number,normal,normal
14441,Ability to satisfactorily complete transaction without human intervention - especially on Sunday afternoon.,normal,normal
14442,Easy and quick,normal,normal
14443,Very accessible and easy to use.,normal,normal
14444,I love Bank of America,normal,normal
14445,No comment,normal,normal
14446,Never matters,normal,normal
14447,"I thought something was wrong with my ATM card, but there was not.",normal,normal
14448,It’s an easy to use system.,normal,normal
14449,because the transaction worked,normal,normal
14450,It was extremely well lit.,normal,normal
14451,"I went to withdraw some money at the ATM (drive through). I got the requested denominations. I was happy with this transaction because, usually I don't get the requested denominations.",normal,normal
14452,Provide more ATM,add location,add location
14453,convenient location for me,normal,normal
14454,Atm is easy to work. Like having it give the card back quickly. Well lit area.,normal,normal
14455,Location and ease of use.,normal,normal
14456,It's fast and simple,normal,normal
14457,It Worked Well,normal,normal
14458,No line,normal,normal
14459,easy to get my money out of the ATM but  hate the VERY long lines at the drive up teller.  hated to get out of the car in the pouring rain to go to the outside ATM but did not have time to wait for the 7 cars ahead of me,normal,normal
14460,Machine is too low. My vehicle is high. Pain to reach machine. Why do I have to put my card in 2x. I just did a transaction u give me my card back then make me put it in again ?  Just keep the card till I’m done. Again can’t reach machine and I have to do it 2x?  Makes no sense.,drive-up height/layout,drive-up height/layout
14461,I was using the drive through atm. I am quite short and it’s difficult to reach the touch screen buttons when they’re at the top.,drive-up height/layout,drive-up height/layout
14462,I get solved what I call for always,normal,normal
14463,The atm was covered in bugs,safety/cleanliness,safety/cleanliness
14464,Fast and easy.,normal,normal
14465,In and out with no issues,normal,normal
14466,It performed as expected;,normal,normal
14467,QuickEasyChoices,normal,normal
14468,"convenience, well lighting area , open 24 hrs",normal,normal
14469,i was on my way home and had to stop at the ATM. It' convenient and always reliable,normal,normal
14470,"It’s just an atm dispensing cash?  And you are taking a survey on that?Here’s a suggestion.  I went into a branch of your bank, a bank I’ve been a customer of since ######... when it was NCNB back in Charlotte, for a notary.  I was told I had to make an appointment.  I went to another branch and was told the next appointment was in two days.",normal,normal
14471,Pagar la Credicar,normal,normal
14472,Easier than it use to be,normal,normal
14473,"The drive-thru lanes are too narrow,  since you're not using all the lanes you have, you should expand the atm lanes, so they are safer to drive through.",drive-up height/layout,drive-up height/layout
14474,"Too many actions at one ATM and people lined up especially, in the month of December. The line still moves slow at any time either people don't know how to use the ATM or too many activities to do such as deposits, checking their acct. and withdrawing money at the same time.  One ATM for withdrawals only would be nice.",make process faster,normal
14475,Quick and easy,normal,normal
14476,I was satisfied because I went to make a deposit and the atm worked successfully.,normal,normal
14477,Drive thru,add location,normal
14478,The way she treated me!!!,normal,normal
14479,convenience,normal,normal
14480,Was unable to withdraw cash from ATM,improve withdrawal process,improve withdrawal process
14481,Speed,normal,normal
14482,All worked well.   new Atm MACHINE IS EASY TO SUE AND FAST,normal,normal
14483,I like the option to choose denominations of bills.,normal,normal
14484,Easy to withdraw money,normal,normal
14485,"The ATM is too difficult to reach. I'd think it was just me, but the person in front of me had to open their car door also in order to reach everything.... poor design. Must have been designed by someone with long arms.... poorly planned.",drive-up height/layout,drive-up height/layout
14486,New machine and lobby,normal,normal
14487,"The machine was out of money. There were 9 people on line in the bank, but only 1 teller. I was told to walk to the drive up ATM machine.",improve withdrawal process,improve withdrawal process
14488,Ease of parking right in front of ATM and getting my transactions done quickly.,normal,normal
14489,"I am not a big fan of using an ATM, I  went into the bank to do my transaction with a  teller; but this bank never seems to have enough tellers so I opted to use the ATM.  I  don't feel comfortable using an outside ATM.",improve customer service,improve customer service
14490,Fast easy,normal,normal
14491,deposit,normal,normal
14492,"There are two doors to enter the ATM suite, one on Massachusetts Ave and one on Washington St.  The card reader on the door on Washington street does not work properly -- in order to get that door to open, I have to use ApplePay on my phone.  Any attempt to use a card in that reader is unsuccessful.",door/parabit reader,door/parabit reader
14493,convenience and location,normal,normal
14494,It's very great,normal,normal
14495,Easy,normal,normal
14496,"I don’t understand why it to two managers and a clerk to make my cashiers check. Also, they messed up so bad that that gave me half the money back when all of the money should have been on that check. They called while I was beyond busy to have me return with the money. It wasn’t my fault for there mistake. Honestly ready to cancel my account.",improve customer service,improve customer service
14497,No problems,normal,normal
14498,The machine was new.,normal,normal
14499,Easy to use,normal,normal
14500,Pedro the associate that helped open my account very knowledgeable and helped me with my account in a quick timely manner.,normal,normal
14501,"ATM is in a nice and convenient area, shielded somewhat. I was able to drive up, conduct my business, and drive away. I LOVE YOUR NEW DRIVE UP ATM!",normal,normal
14502,"Very quick service, effortless.",normal,normal
14503,"quick and easy, in and out",normal,normal
14504,Able to make a deposit quickly,normal,normal
14505,Very easy to use,normal,normal
14506,2 available ATMs,normal,normal
14507,Very convenient location for me,normal,normal
14508,Alway get professional service and assistance at my bank.,normal,normal
14509,Close to home and fast to used,normal,normal
14510,Saves time,normal,normal
14511,Nunca he tenido problema,normal,normal
14512,I have 3 other banking accounts that handle my business...Bank of America is by far the best....I'm in the process of changing all of my accounts to BOA.,normal,normal
14513,Cardless ATM was very helpful!,normal,normal
14514,"I don't know if I misunderstood something, but I clicked the Email Receipt option, then clicked my email and then had to click the same Email Receipt option again and it seemed redundant.",user interface,user interface
14515,I was very upset when i use the ATM machine to deposit at Thunderbird ..  The way things were handle i was an am very upset with the phone call i had to make an trying to remember my safe word that i have never had to use in all the years i have bank with you.. an still there is no word about the mistake the machine made ..  i just hope in the i wi,normal,normal
14516,all good,normal,normal
14517,There should be a drive up AtM,add location,add location
14518,Protocols in place to allow users to feel more safe,safety/cleanliness,normal
14519,Cannot get fast cash from this new ATM. The $20 and $80 on the left side of the screen DO NOT work and HAVE NOT WORKED for over a six months!!! Please get it fixed!!!!,improve touchscreen,improve withdrawal process
14520,"I have never have a problem with an ATM, the transaction was smooth as expected.",normal,normal
14521,ATM AT BANK OF AMERICA SAVES ME TIME NIGHT AND DAY LOVE IT.,normal,normal
14522,"Know the location, easy access.  Two drive up ATM's and awalk up make it a low wait spot to use and ATM.",normal,normal
14523,They did a good job answer my question.,normal,normal
14524,No issues. Able to get in and get out.,normal,normal
14525,Consistent good service.,normal,normal
14526,"Easy access , no line , safe environment",normal,normal
14527,I never have problems with the atm,normal,normal
14528,New bank machine which works well,normal,normal
14529,Fast and easy,normal,normal
14530,There were no problems and no line,normal,normal
14531,"No line, it worked, I got my money. Just what I expected to happen.",normal,normal
14532,You safely fixed my screwup.,normal,normal
14533,It’s a convenient ATM and allows me to complete many of my banking needs.,normal,normal
14534,Quick and Easy,normal,normal
14535,Too far from my home address.,add location,normal
14536,Easy entry and easy transaction.,normal,normal
14537,no problem using it?,normal,normal
14538,"There are shady characters (people) hanging around that ATM lots of times...just standing around on the phone or sitting in cars in the dark area of the parking lot.  Its very dark in your parking lot and it needs some security and bright lights.  I went to the ATM on Cove Road today to check my balances, making sure there was no ID theft, etc.",safety/cleanliness,safety/cleanliness
14539,The parking lot and driveway/road exit.  Will not put my car through that again.,safety/cleanliness,normal
14540,Efficient and effective service,normal,normal
14541,"Close to home, no waiting IN  linw",normal,normal
14542,It worked and was pretty simple. The machine is new and Works faster than the old one at that location,normal,normal
14543,Too high n dirty.,normal,drive-up height/layout
14544,"Fast, easy",normal,normal
14545,I just enjoy BoA. There’s never any hassle like other banks,normal,normal
14546,Convenience.,normal,normal
14547,No hassle withdrawl of monetary funds,normal,normal
14548,"It was fast and easy.  I do wish there was an option for ""Other Transactions"" after a check or cash deposit.  You do get an option for more deposits, but you should be able to do other transactions like withdrawing money without having to go all the way back out and they back in.",normal,normal
14549,I love the new display. I love that you can take out any denomination you want including ones. Very easy to read,normal,normal
14550,I had no issues with prompt accomplishment of my transaction. The user interface was friendly and intuitive.,normal,normal
14551,I was able to deposit my money with no problem,normal,normal
14552,Fast and easy,normal,normal
14553,the transaction was easy.,normal,normal
14554,Choice of 10 and 20 dollars bills at ATM,normal,normal
14555,New machine,normal,normal
14556,"Quick and easy service, safe and well lighted.",normal,normal
14557,User friendly,normal,normal
14558,New updated screen. More streamlined.,normal,normal
14559,Fats transaction and machine worked.,normal,normal
14560,The new ATM's are great!,normal,normal
14561,It worked,normal,normal
14562,"This particular ATM is fine when I drive my SUV, but this time I was in my large sedan and it is then too high to reach unless I take off my seatbelt and lean out the window.  I am concerned to visit it at night as it has a fence to one side and is well lighted--probably the best you can do  under the circumstances--but with a school on the other",drive-up height/layout,drive-up height/layout
14563,"No wait time for lines, well lit area, machine worked fast.",normal,normal
14564,They have 2 drive up ATM's and on the day I went it wasn't busy,normal,normal
14565,Withdrawal,normal,normal
14566,Ive never had a issue with the atm machine like other places,normal,normal
14567,"The new process to insert card, remove then insert again is a bit cumbersome",normal,normal
14568,It was fast and easy,normal,normal
14569,Accessibility and branch location I prefer the drive up ATM,normal,normal
14570,easy convenience and efficiency,normal,normal
14571,Atm,normal,normal
14572,Easy and quick.,normal,normal
14573,Respect,normal,normal
14574,easy and quick,normal,normal
14575,To withdraw from the ATM,normal,normal
14576,Very efficient,normal,normal
14577,It’s easy to use,normal,normal
14578,I liked that I got to choose the denominations for my withdraw.,normal,normal
14579,Long life customer because I appreciate all that you do for your customers.  Going strong since ######... my staying power and loyalty remains.,normal,normal
14580,is a very good service,normal,normal
14581,banking personal,normal,normal
14582,Was working good,normal,normal
14583,Easy to make credit card payment,normal,normal
14584,Bcos was comfortable for me,normal,normal
14585,User Friendly,normal,normal
14586,"All service is good , add some more tellers in DuPont circle ( dc ) location",normal,normal
14587,It worked and didn’t keep my card !!!!,normal,normal
14588,"Easy access to machine, smooth transaction.",normal,normal
14589,Fast,normal,normal
14590,Nice and friendly,normal,normal
14591,Just make sure that it has money in it. It’s usually pretty good. Just had a problem this one time,improve withdrawal process,normal
14592,"Fast,",normal,normal
14593,It was fine. People in front of me had a little problem operating and took some time.,normal,normal
14594,I wish the receipt would not blow out of the ATM on windy days. I wish there was something that held them in machine more firm until customer pulled it out,normal,normal
14595,It was easy to complete my transaction,normal,normal
14596,Ability to choose denominations,normal,normal
14597,Deposit,normal,normal
14598,Ease of use,normal,normal
14599,I have a small car and have to stretch off my seat to reach the withdrawl button on the screen. The new ATMs are better than the really tall ones,drive-up height/layout,drive-up height/layout
14600,Easy and fast,normal,normal
14601,"It was quick, no line",normal,normal
14602,Quick and easy,normal,normal
14603,It was easy and convenient and the location was on my way from work.,normal,normal
14604,Service is good,normal,normal
14605,Quick fast easy,normal,normal
14606,"She offered 10/10 service , helped me get rid of some fees.",normal,normal
14607,"Atm gave me check back and asked me to input amount.  I did, but it wasn't the check that wasn't recorded.  Now I have a check that was supposedly deposited, and record of one that wasn't.  Now I need to make a special trip to the branch.",improve deposit process,normal
14608,Make the door going into the area easier to access.  I have to turn my card a few different ways for it to open.,door/parabit reader,door/parabit reader
14609,The cardless reader wouldn't work.,normal,door/parabit reader
14610,Access to the branch and ATM was easy; machine allowed me to choose denomination of bills; I had to wait for two to three minutes for use of the machine due to the individual in front of me having several transactions.,normal,normal
14611,BOA Atm isbfast and easy and real secure and i like that I can use my phone,normal,normal
14612,Easy convenient,normal,normal
14613,More security around ATM machines,safety/cleanliness,safety/cleanliness
14614,"The 2 ATM’s on Cattleman Rd were replaced with 2 almost impossible-to-reach ATM’s! I drive a luxury sedan, not giant trucks or SUV’s. I am tall but now I must either put my car in Park and lean out the window with my body lifted and my arms fully extended, or get out of my car. UNACCEPTABLE! NOT USER FRIENDLY!!",drive-up height/layout,drive-up height/layout
14615,The atm’s have been upgraded and easy to use,normal,normal
14616,Convient,normal,normal
14617,Very efficient and easy to complete my deposit.,normal,normal
14618,Fast service,normal,normal
14619,ease of use,normal,normal
14620,"That is the location I visit most frequently, and am in and out very efficiently",normal,normal
14621,"The ATMs on McCain Blvd are fine, but those off Geyer Springs are ineffectively located.  When car in the back got done with the transaction before the car in the front, the car in the back can't go forward. It would be nice if the machines are place as those off McCain Blvd, or widen the lane to the right, so the car in the back can pass.",safety/cleanliness,drive-up height/layout
14622,I really like the options of cash that is dispensed.,normal,normal
14623,Never too many problems at ATM,normal,normal
14624,Great,normal,normal
14625,It just worked,normal,normal
14626,"BofA has been my bank for so many years, and always when I had any situation where I need assistance BofA has been there and solving them right away, as your customer service is excelent.Thank you!",normal,normal
14627,Quick service! Place clean,normal,normal
14628,Convenient,normal,normal
14629,I was pleasantly surprised by the option to select denomination.,normal,normal
14630,I enjoy the hassle free quick access,normal,normal
14631,Ease of use. Quickly completed my transaction.,normal,normal
14632,Able to get multiples of 10,normal,multi-denomination
14633,Bank deposit,normal,normal
14634,I experienced no problems (as I sometimes have had).,normal,normal
14635,proximity to home,normal,normal
14636,No line and quick withdrawal!,normal,normal
14637,Transaction was quick and easy,normal,normal
14638,"Realice mi operacion sin perder tiempo, ademas es muy facil y sencillo",normal,normal
14639,Multiple atms no waiting,normal,normal
14640,Offer a choice of $5 and $10 bills.  I had to go into the bank to get them.,multi-denomination,multi-denomination
14641,There could be more than 1 atm,add location,normal
14642,Ease of use and speed of transaction,normal,normal
14643,Because it is easy to use and it takes cash deposits and also you can withdraw cash in multiple’s of $10 now,normal,normal
14644,Lanes for the drive thru are very narrow!,normal,drive-up height/layout
14645,It was so easy to answer and so easy to understand lol.,normal,normal
14646,Please keep bills in different denominations,multi-denomination,multi-denomination
14647,Easy. Quick. Clean. Nice screen on ATM.,normal,normal
14648,THE ATM IS ALWAYS UP AND RUNNING UNLIKE OTHER BANKS,normal,normal
14649,Great place on Lamar I use it on my way home sometimes easy to get to,normal,normal
14650,See if customers are satisfied.,normal,improve customer service
14651,Updated and current ATM machine which includes NFC capabilities making my transactions convenient and easy.,normal,normal
14652,Quick and easy!!,normal,normal
14653,Location,normal,normal
14654,My transaction was quick and.the.location was good.,normal,normal
14655,short people have short arms  sometimes hard to reach controls without getting out of car  but new machines are slightly easier as you can get closer to them,drive-up height/layout,normal
14656,Seemed that access to the atm room was a bit problematic,door/parabit reader,door/parabit reader
14657,Nothing is absolutely perfect.,normal,normal
14658,I was able to complete my transaction without any problems.,normal,normal
14659,best location,normal,normal
14660,The machines are easy to use,normal,normal
14661,Card not working to open door,door/parabit reader,door/parabit reader
14662,"Easy, quick, no issues",normal,normal
14663,Have more than one ATM open outside. There was a line of 3 people before me on the ATM in the entrance. The ATM in the drive thru was free but there was only one.,add location,add location
14664,Everything went smoothly,normal,normal
14665,Easy to use atm i can withdraw money from one account add to another without having to wait 24-48 hours to get to my money,normal,normal
14666,"I was happy to see more Bank of America ATMs in the greater Cincinnati, OH area. I moved to the area about 2 years ago and for the majority of my time here, there has only been one ATM downtown. When I opened the app on my phone and discovered there are ATMs all over the city now, I was pleasantly surprised.",normal,normal
14667,The ATM is up-to-date computer-wise. Visual screen is great. Instructions are clear. Response is very quick. Security seems to be adequate.,normal,normal
14668,Quick. Efficient. Easy.,normal,normal
14669,It was easy and fast to process.,normal,normal
14670,Quick and easy,normal,normal
14671,"Great service, quickly through the ATM once other customer cleared.",normal,normal
14672,ATM worked flawlessly.,normal,normal
14673,No problem with the ATM machine,normal,normal
14674,"quick, no problems, got what I wanted",normal,normal
14675,machine was covered from rain and worked well.,normal,normal
14676,it was easy and convenient to use bank of america atm machine.,normal,normal
14677,Convenient location.,normal,normal
14678,Convince,normal,normal
14679,The new atm machine works great the old one would always not except all my money,normal,normal
14680,Never had a problem as of yet,normal,normal
14681,Ease of use of machine,normal,normal
14682,Quick and easy,normal,normal
14683,New machines make it quick and easy to use.,normal,normal
14684,Convenience and ease,normal,normal
14685,I use the secure inside atm. I like the security of the card swipe when the bank is closed.,normal,normal
14686,"The drive thru ATM is too high for me to use in my car, and too low to use in my SUV.There have many times I've had to get out of my vehicles  to complete my transaction. I now use the walk up ATM. This is a issue when weather is bad.These (ATM's) are a marvel of engineering.  Did anyone check the heights on your newmachines  ?",drive-up height/layout,drive-up height/layout
14687,"Fast, easy, convenient for me.",normal,normal
14688,I'm able to do everything I wanted to do from an ATM.,normal,normal
14689,Convenient location and like the new drive thru option.,normal,normal
14690,No problems with experience. It’s quick and easy.,normal,normal
14691,I used the drive up and there were two ATMs available so I didn't have to wait.  To get $40 cash only required a couple of steps.,normal,normal
14692,No problems.  Everything went as expected.,normal,normal
14693,I Love banco of America!,normal,normal
14694,I got alittle confused when trying to make an deposit,normal,user interface
14695,Easy access. Fast service.,normal,normal
14696,ATM is much more flexible to my needs.,normal,normal
14697,accomplished what i needed to conveniently and quickly,normal,normal
14698,There were no issues while depositing cash at ATM.,normal,normal
14699,Easy to use,normal,normal
14700,"To me, the ATM's outside are built for walk up traffic or SUV traffic. I have a fairly new sedan  ######...) and I have to take my seatbelt off to reach the buttons on the screen. The ATM is user friendly but, I have to reach so far to touch the screen. If you can watch my video you will see me cursing the screen. Overall, I give my experience a 8.",drive-up height/layout,drive-up height/layout
14701,I went to that ATM so I could have smaller bills than $20.00. I selected my choices but it gave me $20 anyway. I would have appreciated knowing that they were out of the other bills rather than just giving them to me.,normal,multi-denomination
14702,everything worked,normal,normal
14703,The atm’s location was very convenient for the request I needed to fulfill.,normal,normal
14704,Can choose the dollar choices,normal,normal
14705,diverse nominations,normal,normal
14706,"Process for using the ATM is simple, quick, very easy to use.",normal,normal
14707,"I'm just too short to comfortably reach the atm machine. I drive a regular sedan type car, and am about 5'2""",normal,drive-up height/layout
14708,Good conditions ATM Bank of America,normal,normal
14709,quick and convenient,normal,normal
14710,"The touch screen was difficult to use.  Also, this drive up atm is not really at the right height to use from the car.  I had to get out of my car to operate the machine.",improve touchscreen,improve touchscreen
14711,"The distance between the ATM machine and the car still makes it difficult to reach some of the slots - i.e., the card insert area, the receipt area, etc.",normal,drive-up height/layout
14712,Convenience,normal,normal
14713,I was in a hurry and was able to make a quick redrawal and make my appointment,normal,normal
14714,"close boa, inside atm use with regularly, could improve keys to enter my code, really like security guard, dislike outside atm.",normal,normal
14715,Quick transaction,normal,normal
14716,Quick and easy. Convienent when I need it.,normal,normal
14717,Cause it's alot faster now then the old one,normal,normal
14718,deposit money,normal,normal
14719,"Your State-of-the-Art ATM's lack only one thing:    ? When a Business Acct Holder deposits a check from a business, which is also drawn on a BofA account, there should b a way to make that deposit, or at least a portion of it, available immediatly.This would allow the account holder to have some funds available for small purchases, if needed.",normal,improve withdrawal process
14720,secure atm location inside bank,normal,normal
14721,it was always quick and easy to access your money.,normal,normal
14722,Clean area friendly customers,normal,normal
14723,**** more ATM locations without fees,improve customer service,add location
14724,Need better security.,safety/cleanliness,safety/cleanliness
14725,My account was overdrawn for 4 hours I put cash in to cover the it before anything else posted to my account and you still charged me $70 in overdraw charges not at all satisfied.These need to be refunded!,normal,improve customer service
14726,Everything worked quickly and fine.,normal,normal
14727,It's easy and fast i love this bank  but we need more ATMs in my city this is very far from my home,normal,normal
14728,"Transaction went smoothly, easy transaction.",normal,normal
14729,"ATM has no $20.  I had to get all $10 and one $100. I carry $300 or $400.  I will have to go into a teller today and swap them out. It is a little thing.  And I understand the machine had just run out of $20, I reckon.",multi-denomination,multi-denomination
14730,There was no line.  I got my cash.  What else is there?,normal,normal
14731,Always fast and easy transactions,normal,normal
14732,Deposit,normal,normal
14733,It big and better I had problem with the old one once,normal,normal
14734,"ease of use, convenience",normal,normal
14735,PRIVACY CONCERNS,normal,safety/cleanliness
14736,It was fast and easy,normal,normal
14737,Quick and easy,normal,normal
14738,knowledge,normal,normal
14739,"Quick and easy to use. Sometimes though, the continue button seems to be stuck or frozen",normal,normal
14740,Muy c?modo y eficiente,normal,normal
14741,Like being able to use  Google Pay with NFC at the ATM. Not grateful if a skimmer.,normal,normal
14742,Convenience to home.,normal,normal
14743,Withdrawal,normal,normal
14744,Convenient to home,normal,normal
14745,"Bring down the hight of the ATM. We don't all drive tanks.The ATM controls and keypad are far too high, offering a full view to everyone of the  PIN as entered.",drive-up height/layout,drive-up height/layout
14746,Simple and quick to use,normal,normal
14747,convience and treated well all the time.lines can be long at times but sometimes thats expected.,normal,normal
14748,Drive thru ATM is simple to use with everything placed in an easy to reach location.,normal,normal
14749,just always busy,normal,normal
14750,Fast easy and convenient,normal,normal
14751,Por servicio solicitado,normal,normal
14752,Your my banker,normal,normal
14753,Quicker response,make process faster,make process faster
14754,no problems,normal,normal
14755,"I HAVE BEEN WITH THIS BOA BRANCH FOR OVER 10 YEARS. I HAVE AT ALL TIMES RECEIVED PROMPT, COURTEUS SERVICE. I HAVE ALWAYS BEEN GREETED WITH A FRIENDLY WELCOME, ESPECIALLY BY THE RELATIONSHIP MANAGER, DONNA WINERITER, WHO I HAVE DELT WITH FOR THE ENTIRE PERIOD.",normal,normal
14756,"Convenant, easy, fast.",normal,normal
14757,"The Texas heat blazes on the outside walkup ATM machine. It would have been nice to step into the air conditioned interior to obtain the necessary withdrawal. Otherwise, the software application is quick and simple.",safety/cleanliness,safety/cleanliness
14758,"Easy location, easy accessible. The door was not locked and thus without swiping our ATM card, we entered. This is a safety issue and make sure that that door is locked after office hours.Thanks and regards",normal,normal
14759,ATM worked fine.  No issues to report.,normal,normal
14760,They always reliable,normal,normal
14761,"For the past several years I have always been able to deposit money orders and have funds available no later than two days from time of deposit. As a matter of fact, $300 or 46% of the money order was available immediately.This last deposit you made no funds available immediately and beyond the two days you are holding funds for 2 weeks.",improve withdrawal process,improve withdrawal process
14762,"Well, the ATM worked properly so that was good.",normal,normal
14763,Love the location.,normal,normal
14764,Hard to reach some choices from my car window,normal,normal
14765,I may have not followed the prompts correctly but I had problems depositing a check.  It was frustrating.,improve deposit process,improve deposit process
14766,Deposit,normal,normal
14767,Convenience!,normal,normal
14768,Everything went smoothly.,normal,normal
14769,I really can’t think of anything on this occasion. I would say that some of your ATM’s could be better lit at night.,safety/cleanliness,normal
14770,Services was great and fast!,normal,normal
14771,Simple and quick.,normal,normal
14772,Convenience,normal,normal
14773,Easy to use Atm.,normal,normal
14774,The drive up ATM machines require you to stretch out of your car window to reach the required requests to do any banking.  Not everybody has an SUV,drive-up height/layout,drive-up height/layout
14775,WITHDRAWL,normal,normal
14776,Convenience,normal,normal
14777,It was quick. ATM is new and I had no problems,normal,normal
14778,Quick to use ATM machine.,normal,normal
14779,"There was no line, very easy to use machine. I was able to make deposit after work when branch was closed.",normal,normal
14780,More parking would be great. Didn't there used to be a security guard there to increase the feeling of safety?tvgt,safety/cleanliness,safety/cleanliness
14781,This is the only location near my house which isn’t a convenient location. The one that was local closed down. The lack of drive-thru is also inconvenient.,add location,add location
14782,There is always room for improvement.  Overall I had no issues during this transaction,normal,normal
14783,"This ATM is horrible to use as the screen is to high! I drive a sedan and have a difficult reaching the area to enter my PIN and reaching the top of the screen to make some choices; withdrawal, deposit, etc. If I drove a SUV or was 6' tall it would be no problem!",drive-up height/layout,drive-up height/layout
14784,Get cash,normal,normal
